a    b    dist1    
0.946148994475   4.17363612903   1.65177308497    
1.73991380634   2.45240360211   0.740580523093    
2.27727795473   2.31585773024   1.2892365413    
0.609121454013   0.80573105931   1.79784475768    
1.6247093021   0.23395377805   2.32478454829    
-0.560542208322   2.54622700557   1.56075904336    
0.444837228512   4.0823265332   1.71539825547    
1.470131587   1.23714064898   1.3360854052    
1.76625585507   4.07172582409   1.75277602005    
2.31701557706   4.04138435453   2.01102340326    
1.29262996546   2.56365766327   0.310398002638    
-0.676884103309   4.78427381441   2.77483202829    
0.487285158388   0.602650632967   1.96001259752    
0.453958419627   2.04813759235   0.72534212216    
0.561679577036   0.697007329425   1.84723003025    
3.97622638591   0.637920399793   3.50357410989    
3.91487393451   1.83663768167   2.98990663262    
-0.263492467473   2.58370478774   1.26667728537    
1.09573869587   4.27200478354   1.74733953478    
1.84524068719   2.2500399449   0.878169698813    
3.48519351407   2.58015399098   2.48518133899    
-1.43833475557   4.14164377696   2.92124195219    
1.85635082448   2.39569792336   0.865876772495    
2.52755807818   0.280244470131   2.73472048184    
0.278755125547   3.5886044742   1.29739326983    
3.69102419584   4.48630578368   3.31602571544    
-0.424180467557   4.054261795   2.08951653338    
0.285939652514   2.0594291146   0.808690617433    
0.0442624499514   2.87302582187   1.01941992568    
2.73274180486   2.84361154561   1.7670194217    
0.71070040131   1.35952361073   1.18631729221    
3.55811143623   0.370088142311   3.34950240398    
1.73803363723   2.57538162981   0.738575099541    
1.43463877268   1.5980755673   1.02695553844    
1.77471375773   1.41474577116   1.35857827882    
-0.563636362127   0.889408596229   2.22158819751    
3.65555567468   0.654502168088   3.23765190806    
1.57090763113   1.05366641678   1.5561505919    
2.92983987365   0.988009507814   2.45615026026    
-1.2854632537   2.89390309814   2.32305623552    
1.9800974916   2.81443782476   1.02003653817    
-0.945998463839   2.91941511018   1.98993664039    
3.2728348791   1.75802859667   2.39047528962    
2.1240740006   3.48178684592   1.49187059822    
1.75212622274   4.42360326104   2.07112907428    
1.73289051363   0.510813150514   2.14568466337    
-1.07183878735   1.53414455034   2.28479122243    
1.55879160033   2.18816201685   0.643002929737    
2.11519069494   3.24652203131   1.33930868783    
-1.06418174912   2.98720652027   2.11554078019    
0.122646551497   1.80819434392   1.10075373287    
2.84811727377   1.53939041439   2.09021061031    
-0.813191433895   1.62098242167   2.00936930198    
2.59662755023   3.75098490881   1.97962487068    
2.8907814542   0.863729180612   2.50146511366    
3.87596980447   3.48232836916   3.03376937301    
3.48229015411   1.18762432443   2.81958269897    
0.320273821934   4.28185864676   1.87860064676    
2.69746539631   0.71919360017   2.45562041059    
1.29689813125   3.26767170881   0.772130150301    
2.53143134785   3.72666806183   1.95820323243    
2.7167810159   4.3149331453   2.47710330054    
0.890888237601   3.87362994394   1.37645613456    
-0.615532291412   0.688743545004   2.42458230148    
2.95439816237   4.03172846153   2.44639216847    
2.65876714491   2.09246794985   1.71604021129    
1.38475264235   4.78804952742   2.37006719572    
3.9427805258   3.51529746105   3.11290405702    
2.37095201819   3.36894915152   1.62541243615    
-0.642597570943   0.930035108104   2.31796576799    
2.79611943107   1.11861212034   2.2663140062    
1.55117763398   0.321400008125   2.22842878638    
-0.083687164213   4.40247617809   2.17345308037    
2.76800500344   4.03213360753   2.32910503976    
1.3168168066   3.03568244693   0.623113950956    
2.57024841938   0.24981492943   2.72556965898    
0.929116640171   2.11026124187   0.393864458164    
0.508588884034   3.8825775869   1.4597793324    
